customer_id,name,gender,age,email,phone,address,city,state,zipcode,registration_date,total_purchases,product_id,Metal_Type,payment_method,payment_amount,discount_applied,tax_amount,total_amount
4505,Regina Nelson,Male,36,thompsonmegan@example.com,+1-852-839-1583x517,"600 Charles Courts
West Robert, PA 69228",Lake Jamesland,New York,29400,8/25/2019,3,38,Silver,Creadit Card,1822.77,291.93,182.28,1713.12
4506,Michelle Moore,Female,21,sayers@example.com,3012491645,"60666 Carol Port
Port Zacharyside, AK 70209",New Monica,Indiana,98113,4/22/2024,1,85,Platinum,Credit Card,1115.79,199.84,111.58,1027.53
4507,Jenna Booker,Female,63,harrisonkim@example.org,(413)221-8419x2193,"72403 Bond Turnpike Apt. 754
Lake Leslie, NJ 92722",North Angela,Ohio,52656,4/8/2022,5,76,Platinum,Debit Card,1286.7,143.38,128.67,1271.99
4508,Angel Andrews,Male,35,jonesalyssa@example.org,001-419-769-2839x0039,"PSC 3014, Box 5889
APO AA 82207",West Ricky,Montana,18715,11/19/2019,4,27,Platinum,Creadit Card,3488.6,771.89,348.86,3065.57
4509,Dr. Douglas Anderson Jr.,Male,55,luisryan@example.com,521-657-6936x290,"51760 Patricia Meadows Apt. 732
North Joseph, TX 80599",Port Kyle,Iowa,13557,12/10/2023,3,45,Bronze,PayPal,4717.24,492.1,471.72,4696.86
3187,Kenneth Bennett,Male,66,alexismeyer@example.com,704-742-3248x1490,"700 Harris Inlet Apt. 732
South Alisonburgh, WY 70988",Roblesberg,Mississippi,28298,2/9/2021,5,89,Platinum,Credit Card,3070.18,520.68,307.02,2856.52
4511,Gregg Myers,Male,37,mary40@example.org,815-467-7257x243,"644 Nguyen Trace
Hinesville, MO 28944",Jessicahaven,North Dakota,18592,4/20/2024,1,87,Silver,Credit Card,3955.65,829.31,395.57,3521.91
4512,Jennifer Beard,Female,70,evan37@example.com,707-750-5657x267,"3505 Eric Station Suite 889
Garrettchester, MH 50897",Port Robertbury,North Dakota,83369,8/20/2021,3,51,Bronze,Debit Card,3230.66,807.54,323.07,2746.19
4513,Raymond Moss,Male,45,michellejohnson@example.org,665.234.6601,"5577 Jennifer Isle
West Gilbertton, AZ 03495",Hernandezchester,Georgia,61983,8/20/2023,5,20,Platinum,Creadit Card,2067.9,493.05,206.79,1781.64
4514,Pamela Odonnell,Female,63,hodgeshawna@example.org,001-709-756-9668x9197,"1669 Powers Trail
Douglasstad, AL 14859",Karenfurt,Virginia,79065,4/17/2024,5,19,Platinum,Debit Card,2514.02,145.34,251.4,2620.08
4515,Kristina Jones,Male,68,mmartinez@example.org,001-982-768-7872x8011,"6995 Keller Vista Suite 161
Jamesmouth, WI 82144",Phillipston,New York,71768,3/10/2022,3,86,Platinum,PayPal,4002.96,577.27,400.3,3825.99
2855,James Benson,Male,67,rachelburgess@example.net,(937)885-1186x6135,"96657 Henry Island
Timothyhaven, PR 34167",Walterhaven,Illinois,28521,11/5/2022,1,38,Platinum,Creadit Card,2589.59,347.9,258.96,2500.65
4517,Sabrina Parks,Female,54,shawncarr@example.org,523-946-0373x7667,"PSC 0020, Box 5491
APO AP 95521",North Cynthia,Oklahoma,50382,6/21/2020,5,24,Platinum,Credit Card,3945.19,207.47,394.52,4132.24
4518,Bruce Parker,Male,31,dwashington@example.com,(556)217-4066,"339 Barbara Run Apt. 752
South Christianburgh, LA 59608",Gibsonhaven,North Dakota,95656,1/28/2023,3,76,Platinum,PayPal,4537.49,531.44,453.75,4459.8
4519,Ryan Huff,Male,22,turnershelby@example.net,801-983-6624x94638,"Unit 6204 Box 5766
DPO AA 61963",Port Bonniemouth,Vermont,73108,3/27/2021,2,76,Platinum,PayPal,2975.34,164.53,297.53,3108.34
4520,Seth Bennett,Female,58,vickie55@example.org,001-972-992-7554x441,"Unit 2886 Box 3488
DPO AE 15660",Justinchester,Massachusetts,36456,2/16/2023,4,77,Gold,Debit Card,3803.73,294.19,380.37,3889.91
4521,Scott Jackson,Female,69,umccoy@example.com,587-974-4444x44166,"81224 Ashley Circle Apt. 823
South Abigail, SC 09791",East Amymouth,New Mexico,1506,7/27/2022,4,88,Bronze,Debit Card,2668.99,392.39,266.9,2543.5
4522,Jessica Gilmore,Female,67,brookestrong@example.org,810.737.6096,"5141 Griffin Trail
Kennethside, UT 49075",Kennethfort,Maine,81775,10/28/2020,5,78,Platinum,Creadit Card,3132.41,448.07,313.24,2997.58
4523,Tracy Turner,Male,43,cgonzalez@example.org,290-512-3608x570,"8228 Curtis Forest
South Jasonview, CT 74759",Heidiburgh,Washington,24272,2/11/2020,2,87,Bronze,PayPal,1815.31,98.29,181.53,1898.55
4524,Jeffrey Martinez,Male,47,jessicaserrano@example.net,001-268-993-3992,"73572 Anderson Wells Apt. 823
Welchhaven, VI 16656",North Nicoleland,Hawaii,83071,3/24/2023,3,23,Silver,PayPal,3028.03,456.66,302.8,2874.17
4525,Tyler Davis,Female,46,daniel93@example.com,810-895-7549x2976,"7762 Amanda Track
Josephside, MO 91130",Edwardton,Louisiana,89822,4/25/2023,3,66,Gold,Creadit Card,99.67,9.02,9.97,100.62
4526,Christina Richmond,Male,60,stacey43@example.net,523-589-4317,"1294 Gina Curve
Nelsonberg, RI 24933",Port Rachel,Nevada,66394,6/26/2022,1,34,Bronze,Debit Card,3120.35,630.17,312.04,2802.22
4527,Christine Hall,Male,69,johngraham@example.com,321-695-6958,"687 Mata Well
Spencershire, CO 59696",New Daniel,Massachusetts,7730,6/4/2024,2,91,Silver,Creadit Card,783.43,165.76,78.34,696.01
4528,Michael Monroe,Male,62,larry45@example.org,(999)285-3200x129,"USNS Hernandez
FPO AA 01301",Chaneyborough,Michigan,5854,12/2/2023,2,48,Gold,Credit Card,1679.38,293.72,167.94,1553.6
4529,Keith Daniel,Female,39,jessica18@example.net,417.408.5923,"3195 Wise Extensions Apt. 338
Brendaport, IA 33385",North Samanthatown,Ohio,73842,9/16/2023,4,17,Silver,Debit Card,4558.47,924.63,455.85,4089.69
4530,Amber Rios,Female,30,matthewsmith@example.com,506.709.0385x55080,"80575 Garza Station
Cartershire, WY 87800",Port Deniseshire,North Carolina,49659,4/23/2020,3,99,Gold,Creadit Card,4947.85,1130.12,494.79,4312.52
4531,Jonathan Mclean,Male,30,matthew68@example.net,(958)708-7944x864,"3000 Rebecca Plaza Apt. 201
Lake John, CA 77820",East Lawrence,Arkansas,25340,3/2/2023,1,53,Bronze,Creadit Card,4223.81,713.78,422.38,3932.41
4532,Jeffrey Clark,Male,37,andrea61@example.org,576-909-7795x0117,"426 Katherine Hollow
East Travis, GU 08779",Josephberg,West Virginia,83901,1/9/2023,2,65,Gold,Creadit Card,2529.56,256.9,252.96,2525.62
4533,Peter King,Male,39,wchoi@example.com,466.802.5948,"8645 Kevin Estate
Diazhaven, MI 63625",Amymouth,Hawaii,76259,11/24/2019,5,86,Platinum,Creadit Card,3719.15,254.79,371.92,3836.28
4534,Cynthia Dawson,Female,50,lkennedy@example.com,348-539-1543,"035 Ford Lakes Suite 044
New Susanview, ME 34289",Peterview,Missouri,52774,1/6/2020,1,34,Platinum,Debit Card,2417.47,268.8,241.75,2390.42
4535,Rebecca Mcconnell,Male,50,barberpaul@example.net,735.769.0572,"USS Waters
FPO AP 45958",Danielleborough,South Dakota,44630,1/14/2023,2,13,Gold,Debit Card,3785.95,240.06,378.6,3924.49
4536,Jesse Stevens,Male,40,uvazquez@example.com,997.355.8272x2305,"707 Danielle Fords Apt. 673
East Williamfort, CT 74640",Stephenton,Vermont,98343,6/23/2022,2,75,Gold,PayPal,1561.4,105.93,156.14,1611.61
4537,Shannon Brown,Male,41,lawrencemichelle@example.com,-6802,"36435 Gibbs Track Suite 368
Herringborough, NM 88973",Munozborough,Missouri,15289,8/30/2019,5,80,Bronze,PayPal,2968.48,427.55,296.85,2837.78
154,Ashley Sims,Female,61,iwood@example.org,+1-479-396-8548x221,"856 Sampson Streets
Lake Joycehaven, VT 77270",Johnsonborough,Ohio,54329,10/8/2019,5,17,Platinum,Debit Card,4982.76,1103.92,498.28,4377.12
4539,Kelsey Henderson,Female,59,davisbrendan@example.org,995.944.3840,"3451 Paul Highway
Carlfurt, WY 02968",Port Stephen,New York,47350,12/8/2021,1,79,Bronze,Creadit Card,1027.58,109.34,102.76,1021
4540,Ariana Villanueva,Male,60,vstanley@example.net,506.797.4298x2572,"2448 Alvarez Alley Apt. 333
Barneshaven, AS 72449",New Steven,Iowa,58854,8/31/2020,3,78,Platinum,PayPal,3454.68,542.33,345.47,3257.82
4541,Ryan Miles,Male,68,alyssamoyer@example.com,(346)272-4654,"10412 Kelly Villages
Merrittview, RI 63718",East Anthonyville,Delaware,69599,1/20/2023,3,33,Bronze,Debit Card,4570.49,714.7,457.05,4312.84
4542,Angela Carter,Male,46,guzmanmaria@example.com,308.369.4217,"969 Boyle Run
Cherryfort, MO 92498",Lake Rebecca,Texas,84296,3/1/2021,5,25,Silver,PayPal,4493.81,525.47,449.38,4417.72
4543,Randy Alexander,Male,58,yhunter@example.org,(546)264-0989,"76074 Pennington Harbor Apt. 665
North Rachelville, LA 60060",Banksview,Texas,26715,6/11/2024,5,22,Gold,Debit Card,4948.21,944.04,494.82,4498.99
4544,Shannon Brown,Female,39,josborn@example.net,+1-346-579-0722x2656,"20046 Cheryl Valley
South Cesarhaven, SC 89824",Rochachester,Rhode Island,39595,4/18/2020,5,23,Platinum,Credit Card,4933.31,374.67,493.33,5051.97
4545,Jane Johnson,Male,56,melissa83@example.net,841-940-8113x0500,"024 Lisa Fall Suite 378
East Nathanbury, KY 33290",Jasonville,Alaska,37100,10/8/2023,3,52,Silver,Creadit Card,393.74,70.51,39.37,362.6
4546,Jessica Campbell,Female,68,cindyhunter@example.net,001-357-439-8016x454,"18481 Stone Plains Suite 857
Lake Nicholas, OH 87757",Tylerbury,Minnesota,18221,6/1/2023,4,23,Gold,Debit Card,372.27,90.02,37.23,319.48
4547,Elizabeth Gonzalez,Female,29,cody33@example.org,(266)351-8336,"021 Mcintyre Courts Apt. 613
North Cynthiafort, GU 34981",South Pennychester,Connecticut,4175,1/11/2021,5,34,Gold,PayPal,1726.92,133.75,172.69,1765.86
4548,Daniel Williams,Male,36,aprilmontes@example.net,914.520.8916x770,"76183 Thomas Ways
South Kristin, VT 48012",Lindsaystad,Indiana,12087,1/24/2021,3,65,Silver,PayPal,784.56,186.92,78.46,676.1
4549,Joshua Ayers,Female,64,paulmorales@example.net,773.657.2770x32278,"6468 Monroe Trace
North Juanhaven, CT 08277",Jadehaven,Alabama,89443,11/1/2023,3,2,Platinum,Debit Card,334.19,36.49,33.42,331.12
4550,Patricia Lawson,Male,18,samantha97@example.net,+1-789-492-4517x03390,"899 Jeffrey Ridges
South Kelly, MS 29246",South Matthewtown,Arkansas,12788,1/4/2023,2,95,Bronze,Creadit Card,3876.54,582.63,387.65,3681.56
4551,Dr. Susan Johnson DVM,Male,67,theresacosta@example.org,+1-600-941-0478x1188,"7291 Isaac Villages Suite 593
South Kristyville, MI 86466",Carlsonview,Rhode Island,36926,7/6/2022,3,66,Gold,PayPal,4391.31,634.38,439.13,4196.06
4552,Christopher Turner,Male,60,todd65@example.org,001-349-336-7454x797,"0997 Stephen Rest
Lake Williamton, AL 34291",Lake Carl,Hawaii,38866,9/13/2020,5,68,Gold,Creadit Card,3808.28,733.08,380.83,3456.03
4553,Jonathan Lynn,Male,34,morrisoncesar@example.net,873.321.4290x9386,"983 Timothy Walk
Fosterton, MD 13708",Wagnerview,Louisiana,70568,7/7/2023,5,46,Silver,Credit Card,121.73,17.61,12.17,116.29
4554,Michael Evans,Female,35,brownjacob@example.com,(587)421-7139,"44782 Lopez Lodge Suite 188
New Joseph, NE 45281",Lake Sharonmouth,Colorado,73573,2/19/2021,3,69,Gold,Debit Card,1987.37,319.89,198.74,1866.22
4555,Amanda Garner,Female,55,romanmelissa@example.org,+1-402-643-5509x274,"4961 Jocelyn Neck
Burnsfort, AZ 70903",West Frankton,Vermont,1532,9/30/2022,1,13,Silver,Credit Card,4218.13,357.2,421.81,4282.74
4556,George Johnson,Female,52,troy36@example.com,001-843-377-2388x260,"2407 Johnson Shoals
Quinnview, IN 19786",Dustinstad,Hawaii,14448,10/1/2019,3,61,Silver,Creadit Card,2907.27,299.49,290.73,2898.51
4557,Molly Ward,Female,50,joshualawson@example.com,(397)852-2321,"22598 Warren Trail
New Danielberg, HI 93990",Schwartzborough,Oklahoma,79280,1/18/2024,2,74,Silver,PayPal,4289.66,776.2,428.97,3942.43
4558,Yolanda Gutierrez,Female,41,linda60@example.org,521.206.8962,"360 Michelle Parkways
East Nicholasville, GU 86001",West Steven,North Dakota,17153,12/22/2023,1,41,Bronze,Credit Card,2001.12,220.62,200.11,1980.61
4559,Brian Rodriguez,Male,51,hartmaneric@example.org,7829941502,"1859 Chen Lodge Suite 692
Avilamouth, DC 15015",Vasquezstad,Mississippi,42896,1/10/2023,3,54,Platinum,Creadit Card,1448.69,192.52,144.87,1401.04
4560,Benjamin Wheeler,Female,60,larryjohnston@example.net,001-378-356-5803x8017,"3380 Delgado Ports
Maryview, IN 29001",New Gabriel,Minnesota,57626,10/27/2020,1,65,Platinum,Debit Card,2159.68,354.07,215.97,2021.58
4561,Brandi Martin,Female,27,douglas21@example.com,272-722-2022,"1937 Thomas Crossing Apt. 038
South Elizabethport, FL 45498",Williamview,North Dakota,69042,3/10/2023,3,61,Platinum,Creadit Card,4777.77,670.51,477.78,4585.04
2468,Michael Greene,Female,62,xmcdaniel@example.org,776.976.7254x319,"54343 Jon Ferry Apt. 676
Padillachester, SC 06535",Port Jimmymouth,Georgia,35200,5/31/2023,2,76,Gold,Credit Card,4485.11,864.07,448.51,4069.55
4563,Sarah Steele,Female,53,karla64@example.org,(665)629-4571,"1792 Burns Green Apt. 093
West Michael, NY 60560",Webbton,Delaware,10298,12/13/2022,1,86,Gold,Debit Card,356.75,63.81,35.68,328.62
4564,Thomas Mendoza,Female,28,darrennewton@example.net,531-672-8178,"444 Downs Mews Apt. 356
Nicholasburgh, WV 65744",Markhaven,Michigan,71396,3/1/2024,5,54,Silver,Credit Card,1427.66,262.49,142.77,1307.94
3007,Stacy Austin,Female,29,sonyarichardson@example.org,8623029857,"7301 Cantu Brooks
West Erika, FM 15594",West Victoriaside,Michigan,58002,11/8/2023,2,94,Bronze,Creadit Card,2483.32,317.26,248.33,2414.39
4566,Robert Ward,Male,32,maddenamanda@example.com,(429)246-4282x979,"70161 Cheryl Trail Apt. 336
West Manuelshire, NV 31965",Michaelton,South Dakota,89841,7/30/2024,5,7,Platinum,Debit Card,258.12,32.8,25.81,251.13
4567,Daniel Garcia,Male,30,theresahayes@example.net,258.996.8635,"77267 Rachel Viaduct
Turnerfurt, MH 96950",Rodriguezhaven,Massachusetts,62673,6/15/2024,2,64,Gold,Debit Card,3045.41,333.05,304.54,3016.9
4568,Justin Fox,Female,63,alexandermorales@example.net,617-413-5827x025,"3095 Soto Pine Suite 735
Port Bethland, VI 60044",South Lisaborough,Georgia,71511,6/11/2022,2,30,Gold,PayPal,3176.95,232.47,317.69,3262.17
4569,Joshua Thompson,Male,35,josephbrad@example.net,(482)277-5812x7628,"017 Christopher Street Apt. 127
Aaronside, OR 67765",Tammytown,New Hampshire,94736,11/19/2022,5,40,Bronze,PayPal,4916.52,796.26,491.65,4611.91
4570,Natalie Hines,Female,22,prhodes@example.com,595-275-3856x0351,"6512 Jeffrey Passage Apt. 646
South Danielmouth, MP 68977",Chelseachester,Minnesota,24101,10/5/2023,4,59,Gold,Credit Card,4733.15,501.72,473.31,4704.74
4571,James Garrett,Male,22,umahoney@example.net,230.900.1255,"395 Susan Burgs Suite 303
Joshuaborough, NY 39153",Justinburgh,Virginia,71113,7/27/2020,4,31,Bronze,PayPal,2325.64,392.65,232.56,2165.55
222,Michael Crawford,Male,64,michaelrivera@example.net,+1-600-337-6744x910,"89532 Conner Trafficway
West Malloryton, CO 20648",Port Lisafurt,New York,51112,1/27/2021,3,57,Bronze,Debit Card,3770.84,277.63,377.08,3870.29
4573,Justin Little MD,Male,28,christopher48@example.com,921-309-8863,"889 Cameron Locks
Port Albert, MI 89678",Port Adrian,Oklahoma,16865,2/27/2020,2,75,Bronze,PayPal,2039.9,386.48,203.99,1857.41
4574,Sheila Miller,Male,41,ysoto@example.net,(841)678-4888,"0637 Newton Land
South Trevorside, DE 14758",East Brettfurt,North Dakota,61542,7/14/2022,5,59,Gold,Creadit Card,1986.14,381.06,198.61,1803.69
4575,Brandy Lee,Female,39,martinchristine@example.org,6425492417,"USNV Sanchez
FPO AE 48730",Chadshire,Michigan,62094,10/25/2021,5,26,Gold,Creadit Card,2574.78,226.9,257.48,2605.36
4576,Michelle Boyd,Male,50,hopkinsrichard@example.org,789.793.8195,"05116 Thomas Mountain Suite 608
Gomezburgh, DE 20247",Joshuatown,Mississippi,11206,11/2/2023,4,90,Silver,PayPal,1994.35,176.48,199.44,2017.31
4577,Danielle Mcintosh,Male,51,ashley26@example.com,633-539-2025,"8005 Kristin Plain Apt. 687
East Richardburgh, VI 79764",West Bradley,Wisconsin,29991,3/30/2023,2,15,Gold,Debit Card,2506.3,333.92,250.63,2423.01
4578,Carlos Brady,Female,56,elliottbrian@example.com,265-354-4793,"18763 Patton Ville
Parkerside, AS 51945",Garciaton,Rhode Island,36458,1/4/2023,3,63,Silver,PayPal,4213.67,594.39,421.37,4040.65
4579,Corey Beasley,Male,32,cooperteresa@example.org,(590)771-2746,"3920 Carolyn Lakes
New Luisview, TN 52195",Perrybury,Georgia,47778,2/14/2020,1,7,Gold,Creadit Card,1372.85,286.86,137.28,1223.27
4580,Brittney Young,Female,49,justinmedina@example.com,001-548-881-1170x9677,"1263 Wiggins Isle
New Holly, MD 95238",Yangchester,Minnesota,17995,12/7/2021,2,14,Silver,Credit Card,4726.01,687.35,472.6,4511.26
4581,Donald Gilmore,Female,21,bakerdaniel@example.com,(228)948-2652,"270 Paul Lodge
West Joyce, AK 32170",Caldwellside,Iowa,65343,7/5/2024,5,85,Platinum,Credit Card,3188.74,590.9,318.87,2916.71
4582,Rhonda Wright,Male,60,ogarcia@example.org,663.297.8314,"PSC 1996, Box 5105
APO AA 76491",Kingside,Indiana,97771,6/19/2021,3,67,Platinum,PayPal,2032.98,404.32,203.3,1831.96
4583,Adam Thompson,Female,43,tammy13@example.com,642-253-5138x69181,"901 Emily Loop
Youngside, AS 77592",East Michelle,Connecticut,59938,2/13/2022,4,87,Gold,Debit Card,1377.07,154.23,137.71,1360.55
4584,Samantha Williams,Male,57,kimberlychavez@example.net,(545)441-0092,"7133 Ann Walk Suite 431
Lambertfort, MN 73488",New Monicaland,Indiana,9257,10/4/2019,5,59,Gold,Credit Card,4303.54,540.68,430.35,4193.21
4585,Nathaniel Davenport DDS,Female,50,sstrickland@example.net,(209)838-3166x063,"5196 White Stravenue
Taylorborough, WA 67795",Smithfurt,Utah,2876,3/25/2023,1,8,Gold,Credit Card,4016.13,421.55,401.61,3996.19
4586,Abigail Cruz,Female,61,hmayer@example.com,586-222-5035x530,"772 Alex Park Suite 177
Shepherdtown, WY 64343",Duncanborough,Illinois,12140,8/29/2019,1,26,Gold,Credit Card,3557.13,304.84,355.71,3608
4587,Matthew Garcia,Male,57,charles46@example.org,855-283-5567,"3981 Kimberly Prairie Apt. 457
Yorkfort, MT 96939",Rodneyberg,Washington,65322,8/8/2022,4,19,Platinum,Credit Card,4323.39,607.74,432.34,4147.99
1337,Miss Toni Simon MD,Female,64,christinahodge@example.com,916-737-4496x465,"58110 Phyllis Passage Suite 457
Lake Claire, ME 70337",Joshuahaven,Kansas,56148,9/29/2023,3,15,Platinum,Creadit Card,4404.18,775.64,440.42,4068.96
4140,Brent Gould,Female,53,parkernicholas@example.com,310.219.9998x4154,"USNV Cox
FPO AE 03972",East Hollyview,Idaho,11882,3/21/2021,5,78,Silver,Debit Card,4738.04,1013.4,473.8,4198.44
4590,Virginia Roberts,Female,68,coxnicholas@example.com,776-496-1910,"8679 Brown Squares
Morrisshire, IL 03299",Ryanmouth,Texas,48808,11/21/2020,2,12,Bronze,PayPal,1578.14,302.64,157.81,1433.31
4591,Kristy Roman,Male,28,christopherhuerta@example.net,648.518.7232,"351 Michele Hills Suite 452
Port Samanthafurt, TN 88256",Vincentfurt,New Mexico,48938,12/10/2023,3,18,Platinum,Debit Card,4337.03,875.26,433.7,3895.47
4592,Marie Decker,Male,26,benderdonna@example.org,902.672.0040,"418 Stewart Field
Port Bobbytown, LA 57923",Port Jo,Rhode Island,39643,12/31/2020,2,48,Silver,PayPal,234.97,52.79,23.5,205.68
4593,Troy Wilson,Female,57,daniel50@example.org,(454)452-3536x2733,"8378 Sean Pine Suite 441
Millertown, NC 85698",Port Stephanieborough,Louisiana,86253,1/21/2024,5,87,Bronze,Debit Card,520.96,35.21,52.1,537.85
4594,Rachel Williams,Female,60,braysarah@example.net,001-849-370-1113x5090,"009 Ashley Plains Suite 003
Nunezhaven, MS 80466",East Jerry,Montana,7762,8/17/2022,3,37,Silver,Credit Card,4088.25,762.59,408.83,3734.49
4595,Robert Johns,Female,31,eric19@example.org,280.423.5197x53907,"093 Rachel Common Apt. 687
Ramosmouth, IA 21125",Joshuaside,New York,75586,7/25/2020,1,52,Silver,Creadit Card,4022.58,880.45,402.26,3544.39
4596,Brooke Kelley,Male,18,brittanymoore@example.org,001-689-758-4974,"4073 Adams Valleys
East Richardside, PW 58735",Carterborough,Arkansas,4628,12/14/2021,2,25,Bronze,Creadit Card,4907.53,1093.87,490.75,4304.41
4597,Eric Ford,Male,42,rjensen@example.net,734.524.9313,"66486 Hammond Harbors
South Ashleyside, NJ 59287",Bushtown,Arkansas,87292,3/27/2023,3,76,Gold,Credit Card,3897.64,345.78,389.76,3941.62
4598,Elizabeth Gilmore,Male,55,joshua85@example.org,913-241-0269,"943 Mueller Wells
Raymouth, KY 20167",Mercadoland,Vermont,19823,7/22/2023,2,91,Platinum,Creadit Card,2648.82,208.41,264.88,2705.29
4599,Danielle Smith,Female,40,courtneydavis@example.com,520-462-0971,"PSC 7002, Box 3471
APO AE 59788",Lindaville,Hawaii,83817,4/20/2022,1,51,Silver,PayPal,2266.77,344.59,226.68,2148.86
4600,Brittany Benton,Female,51,loweamanda@example.org,808-246-9942x50013,"1535 Karen Hill Apt. 338
Danielstown, PR 67812",Mccarthyburgh,Georgia,20827,9/9/2020,5,12,Platinum,Creadit Card,2157.72,405.02,215.77,1968.47
4601,Adam Nguyen,Female,25,andersonpaula@example.org,-8608,"336 Lowe Spurs Suite 679
Karishire, LA 75034",Lake Patrick,West Virginia,51794,9/10/2023,2,87,Platinum,Debit Card,2166.81,448.78,216.68,1934.71
3624,Linda Singh,Female,50,barkerjennifer@example.net,355.725.3318,"154 Walls Pines Apt. 079
Fordbury, AS 69601",East Victor,Vermont,28717,7/3/2021,1,49,Silver,Creadit Card,4724.68,344.09,472.47,4853.06
4603,Jeffrey Young PhD,Female,55,fcooley@example.net,+1-411-384-7468x1096,"USCGC Johnson
FPO AP 54089",New Cole,Nebraska,51300,8/8/2020,2,8,Gold,PayPal,1617.03,396.85,161.7,1381.88
4604,Juan Schaefer,Female,19,tharris@example.org,8727763292,"5516 Long Fall Suite 702
Allenburgh, VT 93947",North Anthonyland,Utah,2935,12/13/2020,4,96,Bronze,Credit Card,209.21,47.13,20.92,183
4605,Julia Hardy,Male,22,christopher16@example.com,335.654.9171,"7229 Gardner Mountain
Maryland, MD 91249",North Deborahside,Arizona,38394,10/4/2022,3,46,Bronze,Credit Card,2625.75,171.72,262.57,2716.6
4606,Paul Sanchez,Female,51,austincarolyn@example.com,224.367.8939x71908,"PSC 8854, Box 6540
APO AA 67801",West Luistown,Nebraska,50470,3/9/2023,3,12,Bronze,Debit Card,1648.55,321.17,164.86,1492.24
4607,John Black,Male,69,melissa41@example.org,001-374-964-8174x0065,"84765 Denise Circle Apt. 707
Lunamouth, IN 21071",Carrollberg,North Dakota,24649,4/10/2020,1,94,Gold,Debit Card,1877.71,463.37,187.77,1602.11
4608,Shelby Jones,Female,21,clairegreen@example.org,802.906.9641x29157,"08525 Carr Parkway
Lake Joshuaside, OR 87910",West Jeanneside,Vermont,73225,10/1/2023,4,100,Gold,Debit Card,882.23,75.41,88.22,895.04
4609,Michael Turner,Female,22,katelyngray@example.com,001-539-859-6060,"65247 Monique Parkway
Lake Lance, LA 01600",Kellyland,Arizona,21794,2/24/2023,2,59,Platinum,Debit Card,4518.49,684.96,451.85,4285.38
4610,Dorothy Perry,Female,21,wilsonbrent@example.org,001-598-763-5430,"USNS Allen
FPO AP 55754",Jillton,Alaska,90253,10/11/2019,1,69,Gold,Credit Card,1910.81,150.56,191.08,1951.33
4611,Steven Smith,Female,57,randolphkyle@example.org,(828)746-6018,"4547 Gregory Common Apt. 154
Millerburgh, AR 36149",Mcgrathstad,New York,20924,3/17/2022,2,36,Gold,Creadit Card,800.45,131.57,80.05,748.93
4612,Brandi Harmon,Female,43,ambergonzalez@example.com,+1-527-281-1690x43080,"PSC 7846, Box 8506
APO AE 11301",Adamsshire,North Dakota,45556,11/17/2023,5,49,Bronze,Credit Card,3200.17,328.35,320.02,3191.84
4613,James Cardenas,Male,21,kari62@example.org,615.924.3899x8313,"00607 Ashley Park
Port Charles, NH 68325",South John,Maryland,8019,9/6/2020,3,83,Silver,Credit Card,2193.92,208.34,219.39,2204.97
4614,Michael Ortiz,Male,45,christinatanner@example.org,001-834-731-4196,"106 Nathaniel Stravenue
Charlotteburgh, MA 63869",Julieville,Rhode Island,17201,6/15/2024,1,82,Silver,Creadit Card,4890.76,1071.85,489.08,4307.99
4615,Jose Snyder,Female,33,erinscott@example.org,+1-957-943-3135x524,"7808 Wilson Creek
Kellybury, WY 37082",Harrischester,California,74804,8/10/2020,4,63,Platinum,Credit Card,3138.28,721.24,313.83,2730.87
4616,Jessica Holder,Male,68,kimberly91@example.net,741-946-9232,"8934 Maria Centers
Rodriguezchester, OK 60670",New Nicholasland,Kansas,40776,2/16/2020,1,15,Silver,Debit Card,1702.78,417.75,170.28,1455.31
4617,Stephanie Wright,Male,29,christopher40@example.org,+1-582-722-9224x569,"3628 Gallegos Cliffs Apt. 801
Estradaberg, AZ 73290",Port Davidburgh,Oregon,79121,7/3/2024,1,35,Platinum,Credit Card,338,63.86,33.8,307.94
1275,Jennifer Rodriguez,Male,50,cruzlaura@example.org,775.961.7698,"05841 Gutierrez Centers Suite 621
Onealburgh, MP 90587",Fosterberg,Pennsylvania,95090,2/13/2022,3,18,Silver,PayPal,2575.8,362.07,257.58,2471.31
4619,Michelle Ellis,Male,58,ashleybrown@example.com,(652)276-8712,"71523 Joseph Circle Apt. 494
Nelsonchester, WA 63481",Port Danielborough,Oklahoma,45112,8/5/2022,5,69,Silver,PayPal,4886.48,292.33,488.65,5082.8
4620,Michael Gray,Male,55,troylong@example.net,(557)432-5810x75570,"8384 Daniel Oval
Port Juanfort, MT 78242",Howeland,Pennsylvania,45226,7/14/2020,5,97,Bronze,Credit Card,2193.45,450.34,219.34,1962.45
4621,Kristina Kelly,Female,44,oburch@example.org,416-617-8200,"38695 Kayla Mountain
South Annette, MO 04661",Smithfurt,South Carolina,90329,9/8/2020,5,57,Silver,Credit Card,1930.41,388.36,193.04,1735.09
4622,Yvette Reed MD,Male,68,jennifer38@example.org,746-868-7454x7309,"81602 Sullivan Isle Suite 062
New Shannon, MA 34449",Port Mark,Massachusetts,62207,11/21/2020,3,19,Silver,Creadit Card,1610.28,130.99,161.03,1640.32
4623,Lynn Riley,Male,35,christinaguerra@example.org,262.647.4188,"5174 Peterson Freeway Apt. 960
Nathanton, TX 48517",East Isabel,Utah,60450,6/27/2021,4,36,Gold,Debit Card,1244.27,244.35,124.43,1124.35
